identifierHash,eng_country,language,socialNbFollowers,socialNbFollows,socialProductsLiked,productsListed,productsSold,productsPassRate,productsWished,productsBought,gender,hasAnyApp,hasAndroidApp,hasIosApp,hasProfilePicture,daysSinceLastLogin,seniorityAsYears
-8.50E+18,United States,en,3,8,4,0,0,0,0,0,F,TRUE,FALSE,TRUE,TRUE,668,7.93
2.67E+18,France,fr,3,8,0,0,0,0,3,3,F,FALSE,FALSE,FALSE,TRUE,255,7.93
4.65E+18,United Kingdom,en,3,8,3,0,0,0,0,0,M,FALSE,FALSE,FALSE,TRUE,192,7.93
-5.41E+18,Denmark,en,3,8,9,0,0,0,0,0,F,FALSE,FALSE,FALSE,TRUE,238,7.93
5.95E+18,France,fr,3,8,1,0,0,0,0,0,F,FALSE,FALSE,FALSE,TRUE,489,7.93
-3.29E+18,United Kingdom,en,3,8,1,0,0,0,0,0,F,TRUE,FALSE,TRUE,TRUE,47,7.93
7.04E+18,France,fr,3,8,2,0,0,0,0,0,F,FALSE,FALSE,FALSE,TRUE,185,7.93
6.02E+18,France,fr,3,8,1,0,0,0,0,0,F,FALSE,FALSE,FALSE,TRUE,694,7.93
-6.58E+18,France,fr,3,8,0,0,0,0,0,1,M,FALSE,FALSE,FALSE,TRUE,695,7.93
6.66E+18,Germany,de,3,8,0,0,0,0,1,0,M,FALSE,FALSE,FALSE,TRUE,45,7.93
1.79E+18,Algeria,en,3,8,1,0,0,0,0,0,F,FALSE,FALSE,FALSE,TRUE,695,7.93
-5.06E+18,Germany,de,3,8,0,1,0,0,3,0,F,FALSE,FALSE,FALSE,TRUE,449,7.93
-7.74E+18,France,fr,3,8,1,0,0,0,3,0,F,FALSE,FALSE,FALSE,TRUE,255,7.93
-3.03E+18,Italy,it,3,8,1,0,0,0,0,0,F,FALSE,FALSE,FALSE,TRUE,419,7.93
-8.79E+18,France,fr,3,8,1,0,0,0,1,0,F,TRUE,TRUE,FALSE,TRUE,559,7.93
-7.75E+18,Italy,it,3,8,4,0,0,0,0,0,F,FALSE,FALSE,FALSE,TRUE,316,7.93
-7.23E+18,United States,en,3,8,0,0,0,0,1,0,F,FALSE,FALSE,FALSE,TRUE,695,7.93
1.41E+18,Australia,en,3,8,0,0,0,0,25,0,F,FALSE,FALSE,FALSE,TRUE,198,7.93
-8.61E+18,France,fr,3,8,1,0,0,0,0,0,F,TRUE,FALSE,TRUE,TRUE,667,7.93
-6.94E+18,United States,en,3,8,1,0,0,0,2,0,F,FALSE,FALSE,FALSE,TRUE,606,7.93
-5.43E+18,Australia,en,3,8,7,0,0,0,0,0,F,TRUE,TRUE,FALSE,TRUE,558,7.93
-2.01E+18,Denmark,en,3,8,2,0,0,0,0,0,F,FALSE,FALSE,FALSE,TRUE,695,7.93
-3.51E+18,France,fr,3,9,24,0,0,0,0,0,F,FALSE,FALSE,FALSE,TRUE,27,7.93
-6.56E+18,France,fr,3,8,1,0,0,0,0,0,F,FALSE,FALSE,FALSE,TRUE,526,7.93
6.90E+18,Italy,it,3,8,0,0,0,0,0,1,F,FALSE,FALSE,FALSE,TRUE,245,7.93
-6.24E+18,United States,en,3,8,1,0,0,0,0,0,F,TRUE,FALSE,TRUE,TRUE,692,7.93
1.34E+18,United States,en,3,8,1,0,0,0,0,0,F,FALSE,FALSE,FALSE,TRUE,695,7.93
7.04E+18,Italy,it,3,8,0,0,0,0,2,0,F,TRUE,FALSE,TRUE,TRUE,27,7.93
3.16E+18,United Kingdom,en,3,8,39,0,0,0,1,0,M,TRUE,FALSE,TRUE,FALSE,231,7.93
1.55E+18,Russia,en,3,8,8,0,0,0,0,0,F,TRUE,FALSE,TRUE,TRUE,695,7.93
6.55E+18,United Kingdom,en,3,8,1,0,0,0,0,0,F,FALSE,FALSE,FALSE,TRUE,336,7.93
1.75E+17,Italy,it,3,8,3,0,0,0,0,0,M,TRUE,FALSE,TRUE,TRUE,695,7.93
2.77E+18,United States,en,3,8,3,0,0,0,2,0,F,FALSE,FALSE,FALSE,TRUE,344,7.93
-1.26E+18,Denmark,en,3,8,0,0,0,0,1,0,F,TRUE,FALSE,TRUE,TRUE,601,7.93
-5.13E+18,France,fr,3,8,1,0,0,0,0,0,F,TRUE,FALSE,TRUE,TRUE,383,7.93
-1.88E+18,United Kingdom,en,3,8,0,0,0,0,1,0,F,FALSE,FALSE,FALSE,TRUE,695,7.93
-2.83E+18,Netherlands,en,3,8,1,0,0,0,0,0,F,TRUE,TRUE,FALSE,TRUE,695,7.93
-1.58E+18,Denmark,en,3,8,49,0,0,0,0,0,F,TRUE,FALSE,TRUE,TRUE,576,7.93
3.40E+18,United States,de,3,8,0,0,0,0,1,0,F,FALSE,FALSE,FALSE,TRUE,695,7.93
8.00E+18,United States,en,3,8,72,0,0,0,5,0,F,TRUE,FALSE,TRUE,FALSE,101,7.93
-6.02E+18,Spain,es,3,8,23,0,0,0,6,0,F,FALSE,FALSE,FALSE,TRUE,164,7.93
5.12E+18,France,fr,3,8,0,0,0,0,2,2,F,FALSE,FALSE,FALSE,TRUE,168,7.93
-1.89E+18,Italy,it,3,8,0,0,0,0,2,0,M,TRUE,FALSE,TRUE,TRUE,383,7.93
8.23E+18,France,fr,3,8,18,0,0,0,2,2,F,TRUE,FALSE,TRUE,TRUE,13,7.93
9.21E+18,Kenya,en,3,8,2,0,0,0,0,0,F,TRUE,FALSE,TRUE,TRUE,503,7.93
-7.26E+18,France,fr,3,9,1,0,0,0,0,0,F,FALSE,FALSE,FALSE,TRUE,36,7.93
-8.08E+18,United States,en,3,8,9,0,0,0,5,0,F,FALSE,FALSE,FALSE,FALSE,11,7.93
-3.20E+18,Italy,it,3,8,18,0,0,0,1,0,F,FALSE,FALSE,FALSE,TRUE,20,7.93
8.74E+18,Taiwan,en,3,8,12,0,0,0,0,0,F,FALSE,FALSE,FALSE,TRUE,695,7.93
2.48E+18,Italy,it,3,8,7,1,0,0,24,0,F,TRUE,FALSE,TRUE,TRUE,659,7.93
-1.26E+18,France,fr,3,8,1,0,0,0,0,0,M,TRUE,TRUE,FALSE,TRUE,548,7.93
5.38E+18,Germany,en,3,8,2,1,0,0,0,0,F,TRUE,FALSE,TRUE,TRUE,661,7.93
3.93E+18,France,fr,3,8,4,0,0,0,1,0,F,FALSE,FALSE,FALSE,TRUE,121,7.93
-8.74E+18,United States,en,3,8,11,0,0,0,0,0,F,TRUE,FALSE,TRUE,TRUE,695,7.93
7.50E+18,United Kingdom,en,3,8,1,0,0,0,0,0,F,TRUE,FALSE,TRUE,TRUE,695,7.93
6.18E+18,South Korea,en,3,8,42,0,0,0,14,1,F,FALSE,FALSE,FALSE,TRUE,33,7.93
7.54E+18,Italy,it,3,6,52,0,0,0,2,0,F,FALSE,FALSE,FALSE,TRUE,115,7.93
-3.34E+18,United States,en,3,8,0,0,0,0,1,0,F,FALSE,FALSE,FALSE,TRUE,695,7.93
1.45E+18,United Kingdom,en,3,8,1,0,0,0,0,0,F,FALSE,FALSE,FALSE,TRUE,575,7.93
7.27E+18,Sweden,en,3,8,1,0,0,0,0,0,F,TRUE,FALSE,TRUE,TRUE,270,7.93
-3.42E+18,Greece,en,3,9,0,0,0,0,1,0,F,FALSE,FALSE,FALSE,TRUE,695,7.93
-1.95E+18,United Kingdom,en,3,8,9,0,0,0,0,0,F,FALSE,FALSE,FALSE,TRUE,177,7.93
-4.72E+18,Spain,es,3,8,5,0,0,0,7,0,F,FALSE,FALSE,FALSE,TRUE,319,7.93
-1.84E+18,Denmark,en,3,8,33,0,0,0,2,0,F,FALSE,FALSE,FALSE,TRUE,364,7.93
-3.48E+18,France,fr,3,8,5,0,0,0,0,0,F,TRUE,TRUE,FALSE,TRUE,202,7.93
-1.82E+18,France,fr,3,8,4,0,0,0,0,0,F,TRUE,FALSE,TRUE,TRUE,550,7.93
-8.18E+18,United States,en,3,8,1,0,0,0,1,0,F,FALSE,FALSE,FALSE,TRUE,695,7.93
9.13E+18,Morocco,en,3,8,15,0,0,0,9,0,F,FALSE,FALSE,FALSE,TRUE,19,7.93
-1.68E+18,Spain,es,3,8,1,0,0,0,0,0,F,TRUE,FALSE,TRUE,TRUE,273,7.93
-6.40E+18,China,en,3,9,0,0,0,0,0,1,M,TRUE,FALSE,TRUE,TRUE,255,7.93
4.47E+18,China,en,3,8,15,0,0,0,1,0,F,TRUE,FALSE,TRUE,TRUE,510,7.93
-8.05E+18,United States,en,3,8,1,0,0,0,0,0,F,FALSE,FALSE,FALSE,TRUE,695,7.93
-9.17E+18,United Kingdom,en,3,8,0,0,0,0,2,0,F,TRUE,FALSE,TRUE,TRUE,556,7.93
-4.32E+18,France,fr,3,10,7,0,0,0,2,0,F,TRUE,FALSE,TRUE,TRUE,164,7.93
6.62E+18,United States,en,3,8,0,0,0,0,0,1,F,FALSE,FALSE,FALSE,TRUE,153,7.93
-4.99E+18,United Kingdom,en,3,8,3,0,0,0,0,0,F,TRUE,FALSE,TRUE,TRUE,645,7.93
-3.33E+18,Denmark,en,3,8,0,0,0,0,1,0,M,FALSE,FALSE,FALSE,TRUE,695,7.93
-4.51E+18,Spain,es,3,8,8,0,0,0,0,1,F,FALSE,FALSE,FALSE,TRUE,20,7.93
-5.15E+17,France,fr,3,8,0,0,0,0,0,1,M,FALSE,FALSE,FALSE,TRUE,661,7.93
-2.57E+18,France,fr,3,8,1,0,0,0,0,0,F,FALSE,FALSE,FALSE,TRUE,523,7.93
8.27E+18,Singapore,en,3,8,1,0,0,0,0,0,M,TRUE,FALSE,TRUE,TRUE,695,7.93
1.00E+18,France,fr,3,8,57,0,0,0,6,3,F,FALSE,FALSE,FALSE,FALSE,11,7.93
-7.09E+18,France,fr,3,8,0,0,0,0,2,0,F,FALSE,FALSE,FALSE,TRUE,695,7.93
3.61E+18,Italy,it,3,8,26,0,0,0,0,0,F,FALSE,FALSE,FALSE,TRUE,14,7.93
-5.45E+18,United States,en,3,8,13,0,0,0,0,0,F,FALSE,FALSE,FALSE,TRUE,268,7.93
-5.17E+18,United States,en,3,8,1,0,0,0,0,0,F,FALSE,FALSE,FALSE,TRUE,446,7.93
8.45E+18,France,fr,3,8,0,1,0,0,0,0,F,TRUE,FALSE,TRUE,TRUE,118,7.93
-8.33E+18,United Kingdom,en,3,8,2,0,0,0,0,0,F,FALSE,FALSE,FALSE,TRUE,211,7.93
1.37E+18,Netherlands,en,3,9,42,0,0,0,10,0,F,FALSE,FALSE,FALSE,FALSE,42,7.93
5.88E+18,Germany,de,3,8,1,0,0,0,0,0,F,FALSE,FALSE,FALSE,TRUE,695,7.93
-4.94E+18,United Arab Emirates,en,3,8,1,0,0,0,0,0,F,FALSE,FALSE,FALSE,TRUE,626,7.93
-6.71E+18,United Kingdom,en,3,8,0,0,0,0,1,0,F,FALSE,FALSE,FALSE,TRUE,695,7.93
6.31E+18,Germany,en,3,8,1,0,0,0,0,0,F,TRUE,FALSE,TRUE,TRUE,695,7.93
4.39E+18,Finland,en,3,8,1,0,0,0,0,0,F,FALSE,FALSE,FALSE,TRUE,695,7.93
-3.21E+18,United Kingdom,en,3,8,3,0,0,0,0,0,F,TRUE,FALSE,TRUE,TRUE,491,7.93
1.65E+18,United States,en,3,8,13,0,0,0,16,0,F,FALSE,FALSE,FALSE,TRUE,633,7.93
-5.94E+18,Spain,de,3,8,4,0,0,0,0,1,M,FALSE,FALSE,FALSE,TRUE,40,7.93
-4.69E+18,France,fr,3,8,1,0,0,0,0,0,F,TRUE,FALSE,TRUE,TRUE,581,7.93
4.62E+18,Spain,es,3,8,3,0,0,0,0,0,F,TRUE,FALSE,TRUE,TRUE,625,7.93
6.69E+18,Germany,en,3,8,3,0,0,0,0,0,F,FALSE,FALSE,FALSE,TRUE,695,7.93
5.95E+18,United States,en,3,8,14,0,0,0,8,0,M,TRUE,FALSE,TRUE,TRUE,453,7.93
-6.75E+17,France,fr,3,8,1,0,0,0,0,0,F,FALSE,FALSE,FALSE,TRUE,594,7.93
-4.04E+18,Spain,es,3,8,0,0,0,0,0,1,F,FALSE,FALSE,FALSE,TRUE,695,7.93
-2.62E+18,United Kingdom,en,3,8,1,0,0,0,0,0,F,TRUE,FALSE,TRUE,TRUE,695,7.93
-2.45E+18,United Kingdom,en,3,8,0,0,0,0,0,1,M,FALSE,FALSE,FALSE,TRUE,694,7.93
5.31E+18,Italy,it,3,8,7,0,0,0,0,0,F,TRUE,FALSE,TRUE,TRUE,653,7.93
-4.70E+18,United Kingdom,en,3,8,6,0,0,0,0,0,F,FALSE,FALSE,FALSE,TRUE,182,7.93
-5.60E+18,France,fr,3,8,1,0,0,0,1,1,F,FALSE,FALSE,FALSE,TRUE,275,7.93
1.64E+18,Belgium,fr,3,8,1,0,0,0,0,0,F,FALSE,FALSE,FALSE,TRUE,540,7.93
-4.90E+18,Germany,de,3,8,7,0,0,0,1,1,M,TRUE,FALSE,TRUE,TRUE,404,7.93
-2.27E+18,Italy,it,3,9,13,0,0,0,2,2,F,TRUE,FALSE,TRUE,TRUE,66,7.93
-6.70E+18,France,fr,3,9,5,0,0,0,0,0,F,TRUE,FALSE,TRUE,TRUE,22,7.93
7.86E+17,United States,en,3,8,1,0,0,0,0,0,F,TRUE,TRUE,FALSE,TRUE,625,7.93
8.73E+18,Netherlands,en,3,8,0,0,0,0,1,0,F,TRUE,FALSE,TRUE,TRUE,695,7.93
3.24E+18,Romania,en,3,8,11,0,0,0,0,0,F,FALSE,FALSE,FALSE,TRUE,167,7.93
7.28E+17,Germany,de,3,8,4,0,0,0,0,0,F,FALSE,FALSE,FALSE,TRUE,27,7.93
-2.71E+18,France,fr,3,8,0,0,0,0,6,0,F,FALSE,FALSE,FALSE,TRUE,624,7.93
-2.49E+18,Italy,it,3,8,1,0,0,0,0,0,F,FALSE,FALSE,FALSE,TRUE,695,7.93
-6.30E+18,Australia,en,3,8,1,0,0,0,1,0,M,TRUE,FALSE,TRUE,TRUE,695,7.93
-6.16E+18,Italy,it,3,8,2,0,0,0,0,0,F,TRUE,FALSE,TRUE,TRUE,693,7.93
5.51E+18,France,fr,3,8,1,0,0,0,0,0,F,FALSE,FALSE,FALSE,TRUE,334,7.93
7.26E+18,Germany,de,3,8,6,0,0,0,0,0,M,TRUE,FALSE,TRUE,TRUE,686,7.93
-8.69E+18,Spain,es,3,8,8,0,0,0,0,0,F,TRUE,TRUE,FALSE,TRUE,45,7.93
6.74E+17,United States,en,3,8,14,0,0,0,10,0,F,FALSE,FALSE,FALSE,TRUE,37,7.93
8.27E+18,France,fr,3,8,0,0,0,0,0,1,F,FALSE,FALSE,FALSE,TRUE,73,7.93
-2.77E+18,United States,en,3,8,137,0,0,0,1,0,M,TRUE,FALSE,TRUE,TRUE,14,7.93
-3.63E+17,Denmark,en,3,8,1,0,0,0,0,0,F,FALSE,FALSE,FALSE,TRUE,390,7.93
8.10E+18,Switzerland,fr,3,8,1,0,0,0,0,0,M,TRUE,FALSE,TRUE,TRUE,511,7.93
-2.03E+18,France,fr,3,10,1,0,0,0,0,0,F,FALSE,FALSE,FALSE,TRUE,695,7.93
-9.05E+18,Italy,it,3,8,5,0,0,0,2,0,F,FALSE,FALSE,FALSE,TRUE,414,7.93
7.93E+18,Italy,it,3,8,1,0,0,0,0,0,F,TRUE,FALSE,TRUE,TRUE,360,7.93
-8.86E+18,Germany,de,3,8,7,0,0,0,0,0,F,TRUE,FALSE,TRUE,TRUE,559,7.93
3.39E+18,United States,en,3,9,0,0,0,0,9,0,F,FALSE,FALSE,FALSE,TRUE,561,7.93
-8.75E+17,France,fr,3,8,3,0,0,0,0,0,M,TRUE,FALSE,TRUE,TRUE,524,7.93
-3.88E+18,United States,en,3,8,0,0,0,0,1,0,M,FALSE,FALSE,FALSE,TRUE,695,7.93
-3.25E+18,United States,en,3,8,1,0,0,0,0,0,F,FALSE,FALSE,FALSE,TRUE,695,7.93
-3.38E+18,Netherlands,en,3,8,3,2,0,0,0,1,F,FALSE,FALSE,FALSE,TRUE,14,7.93
3.43E+18,United Kingdom,en,3,9,11,0,0,0,0,0,F,FALSE,FALSE,FALSE,TRUE,76,7.93
6.90E+18,Austria,de,3,8,1,0,0,0,0,0,F,TRUE,FALSE,TRUE,TRUE,694,7.93
-4.42E+18,Singapore,en,3,8,0,0,0,0,1,0,F,FALSE,FALSE,FALSE,TRUE,528,7.93
-1.23E+18,Sweden,en,3,8,3,0,0,0,0,0,F,TRUE,FALSE,TRUE,TRUE,677,7.93
6.52E+18,Netherlands,en,3,8,2,0,0,0,0,1,M,FALSE,FALSE,FALSE,TRUE,664,7.93
-4.95E+18,United States,en,3,8,1,0,0,0,0,0,F,FALSE,FALSE,FALSE,TRUE,45,7.93
-2.71E+18,Sweden,en,3,8,2,0,0,0,0,0,F,TRUE,FALSE,TRUE,TRUE,35,7.93
3.15E+18,Australia,en,3,9,1,0,0,0,8,0,F,FALSE,FALSE,FALSE,TRUE,534,7.93
4.09E+17,United States,en,3,8,0,0,0,0,0,1,F,FALSE,FALSE,FALSE,TRUE,639,7.93
5.49E+18,United States,en,3,8,0,0,0,0,0,1,F,FALSE,FALSE,FALSE,TRUE,694,7.93
-7.70E+18,Denmark,en,3,8,2,0,0,0,0,0,M,TRUE,FALSE,TRUE,TRUE,438,7.93
-4.44E+18,France,fr,3,9,0,0,0,0,1,0,F,FALSE,FALSE,FALSE,TRUE,617,7.93
4.64E+18,United Kingdom,en,3,8,1,0,0,0,0,0,F,TRUE,FALSE,TRUE,TRUE,400,7.93
-5.45E+18,United Kingdom,en,3,8,0,0,0,0,1,0,F,FALSE,FALSE,FALSE,TRUE,461,7.93
2.70E+18,Germany,en,3,8,6,0,0,0,3,0,F,TRUE,FALSE,TRUE,TRUE,232,7.93
-6.59E+18,France,fr,3,8,1,0,0,0,1,0,M,FALSE,FALSE,FALSE,TRUE,145,7.93
4.84E+18,Germany,de,3,8,0,0,0,0,9,1,F,FALSE,FALSE,FALSE,TRUE,256,7.93
1.84E+18,Sweden,en,3,11,1,0,0,0,0,0,F,FALSE,FALSE,FALSE,TRUE,77,7.93
-1.89E+18,Denmark,en,3,8,6,0,0,0,0,0,F,FALSE,FALSE,FALSE,TRUE,467,7.93
-1.25E+16,Italy,it,3,8,0,0,0,0,7,0,F,FALSE,FALSE,FALSE,TRUE,688,7.93
-7.69E+18,Sweden,en,3,8,34,0,0,0,1,0,F,FALSE,FALSE,FALSE,TRUE,50,7.93
-2.83E+18,Italy,it,3,8,0,0,0,0,0,1,M,TRUE,FALSE,TRUE,TRUE,695,7.93
8.84E+18,France,fr,3,8,0,0,0,0,0,1,F,FALSE,FALSE,FALSE,TRUE,260,7.93
4.90E+18,Belgium,en,3,8,4,0,0,0,0,0,F,TRUE,FALSE,TRUE,TRUE,686,7.93
-3.99E+18,Denmark,en,3,8,6,0,0,0,0,0,F,TRUE,FALSE,TRUE,TRUE,386,7.93
4.40E+17,France,fr,3,8,2,0,0,0,0,1,F,TRUE,TRUE,FALSE,TRUE,481,7.93
2.76E+18,Italy,en,3,8,2,0,0,0,0,0,M,TRUE,TRUE,FALSE,TRUE,683,7.93
3.86E+18,Italy,it,3,8,0,0,0,0,1,0,M,FALSE,FALSE,FALSE,TRUE,47,7.93
-5.73E+18,Sweden,en,3,8,10,0,0,0,0,2,F,FALSE,FALSE,FALSE,TRUE,81,7.93
-4.90E+18,United States,en,3,8,1,0,0,0,0,0,F,FALSE,FALSE,FALSE,TRUE,695,7.93
8.16E+18,United States,en,3,8,5,0,0,0,0,0,F,TRUE,FALSE,TRUE,TRUE,681,7.93
-9.26E+17,Belgium,fr,3,8,0,0,0,0,1,0,F,FALSE,FALSE,FALSE,TRUE,695,7.93
8.01E+18,Italy,it,3,11,0,0,0,0,1,1,F,FALSE,FALSE,FALSE,TRUE,35,7.93
-3.13E+18,Germany,de,3,8,2,0,0,0,0,0,F,FALSE,FALSE,FALSE,TRUE,146,7.93
5.09E+17,Portugal,en,3,9,1,0,0,0,4,2,M,TRUE,FALSE,TRUE,TRUE,652,7.93
6.19E+18,France,fr,3,8,1,0,0,0,0,0,F,FALSE,FALSE,FALSE,TRUE,16,7.93
-4.50E+18,Germany,en,3,8,12,0,0,0,0,0,F,TRUE,FALSE,TRUE,TRUE,683,7.93
-1.93E+18,United States,en,3,8,2,0,0,0,0,0,F,TRUE,FALSE,TRUE,TRUE,684,7.93
5.43E+18,Austria,de,3,8,0,0,0,0,4,0,M,TRUE,FALSE,TRUE,TRUE,662,7.93
5.66E+18,Hong Kong,en,3,8,1,0,0,0,0,0,F,TRUE,FALSE,TRUE,TRUE,686,7.93
3.02E+18,France,fr,3,8,1,0,0,0,0,0,F,FALSE,FALSE,FALSE,TRUE,695,7.93
7.31E+18,France,fr,3,8,0,0,0,0,0,1,M,FALSE,FALSE,FALSE,TRUE,695,7.93
8.63E+18,France,fr,3,8,0,1,0,0,0,0,F,FALSE,FALSE,FALSE,TRUE,26,7.93
4.45E+18,Sweden,en,3,8,10,0,0,0,0,0,F,TRUE,FALSE,TRUE,TRUE,443,7.93
5.76E+18,Netherlands,en,3,8,1,0,0,0,0,0,F,FALSE,FALSE,FALSE,TRUE,695,7.93
9.46E+17,France,fr,3,8,4,0,0,0,0,0,M,TRUE,TRUE,FALSE,TRUE,695,7.93
-6.93E+18,United Kingdom,en,3,8,0,0,0,0,0,1,M,FALSE,FALSE,FALSE,TRUE,233,7.93
1.30E+18,Denmark,en,3,8,4,0,0,0,10,0,F,FALSE,FALSE,FALSE,TRUE,664,7.93
4.93E+18,France,fr,3,8,21,0,0,0,42,0,F,TRUE,FALSE,TRUE,TRUE,30,7.93
9.12E+18,Netherlands,en,3,8,0,0,0,0,1,0,F,FALSE,FALSE,FALSE,TRUE,695,7.93
-8.63E+18,United States,en,3,8,29,0,0,0,7,1,F,TRUE,FALSE,TRUE,TRUE,247,7.93
-1.16E+18,France,fr,3,8,0,0,0,0,1,0,F,FALSE,FALSE,FALSE,TRUE,571,7.93
-5.55E+18,United States,de,3,8,1,0,0,0,0,0,F,FALSE,FALSE,FALSE,TRUE,573,7.93
-8.02E+18,Hong Kong,en,3,8,3,0,0,0,1,0,F,FALSE,FALSE,FALSE,TRUE,241,7.93
1.83E+18,Switzerland,de,3,8,0,0,0,0,1,0,F,TRUE,FALSE,TRUE,TRUE,472,7.93
-8.66E+17,United States,en,3,8,2,0,0,0,0,0,F,FALSE,FALSE,FALSE,TRUE,695,7.93
8.12E+18,Germany,de,3,8,7,0,0,0,0,0,M,TRUE,FALSE,TRUE,TRUE,423,7.93
1.26E+18,Denmark,en,3,8,23,0,0,0,3,0,F,TRUE,FALSE,TRUE,TRUE,24,7.93
-7.70E+18,United States,en,3,8,6,0,0,0,0,0,F,FALSE,FALSE,FALSE,TRUE,695,7.93
-5.01E+18,France,en,3,8,1,0,0,0,0,0,M,TRUE,TRUE,FALSE,TRUE,691,7.93
3.30E+18,Sweden,en,3,9,7,0,0,0,0,0,M,TRUE,FALSE,TRUE,TRUE,88,7.93
-7.65E+18,Belgium,en,3,8,2,0,0,0,0,0,F,TRUE,FALSE,TRUE,TRUE,686,7.93
7.42E+18,France,fr,3,8,4,0,0,0,0,0,F,FALSE,FALSE,FALSE,TRUE,11,7.93
-2.48E+18,Switzerland,de,3,8,6,0,0,0,1,1,F,TRUE,TRUE,FALSE,TRUE,619,7.93
3.03E+17,France,fr,3,8,3,0,0,0,1,1,F,FALSE,FALSE,FALSE,TRUE,361,7.93
-5.37E+18,United States,en,3,8,4,0,0,0,3,0,F,TRUE,FALSE,TRUE,TRUE,266,7.93
-8.05E+18,Germany,de,3,8,68,0,0,0,96,3,F,FALSE,FALSE,FALSE,TRUE,13,7.93
6.22E+17,Denmark,en,3,8,11,0,0,0,0,0,F,TRUE,FALSE,TRUE,TRUE,557,7.93
-5.27E+18,United States,en,3,8,0,0,0,0,2,0,F,FALSE,FALSE,FALSE,TRUE,603,7.93
-3.49E+18,United Kingdom,en,3,8,1,0,0,0,0,1,M,FALSE,FALSE,FALSE,TRUE,694,7.93
1.87E+18,France,fr,3,8,1,0,0,0,0,0,M,TRUE,FALSE,TRUE,TRUE,392,7.93
7.19E+18,France,fr,3,8,10,0,0,0,1,0,F,FALSE,FALSE,FALSE,TRUE,139,7.93
1.16E+18,France,fr,3,8,0,0,0,0,1,0,F,FALSE,FALSE,FALSE,TRUE,684,7.93
4.77E+18,Italy,it,3,9,0,0,0,0,4,0,M,TRUE,FALSE,TRUE,TRUE,685,7.93
8.01E+18,France,fr,3,8,2,0,0,0,0,0,M,FALSE,FALSE,FALSE,TRUE,233,7.93
-4.21E+18,Germany,de,3,8,0,0,0,0,0,9,F,FALSE,FALSE,FALSE,TRUE,147,7.93
-1.09E+18,United Kingdom,en,3,8,0,0,0,0,4,0,F,FALSE,FALSE,FALSE,TRUE,137,7.93
6.67E+18,United States,en,3,8,1,0,0,0,0,0,F,FALSE,FALSE,FALSE,TRUE,695,7.93
-3.98E+18,France,fr,3,9,32,0,0,0,11,0,F,FALSE,FALSE,FALSE,TRUE,15,7.93
-3.46E+17,United States,en,3,8,12,0,0,0,0,0,F,FALSE,FALSE,FALSE,TRUE,37,7.93
-6.80E+18,Finland,en,3,8,17,0,0,0,4,1,F,FALSE,FALSE,FALSE,TRUE,36,7.93
-3.00E+18,United States,en,3,8,0,0,0,0,0,1,M,FALSE,FALSE,FALSE,TRUE,394,7.93
1.48E+18,France,fr,3,8,0,0,0,0,4,0,F,FALSE,FALSE,FALSE,TRUE,134,7.93
-1.94E+18,France,fr,3,8,3,0,0,0,0,0,F,FALSE,FALSE,FALSE,TRUE,639,7.93
7.75E+18,Italy,it,3,8,0,0,0,0,2,0,M,FALSE,FALSE,FALSE,TRUE,198,7.93
2.26E+17,Germany,de,3,8,8,0,0,0,0,0,F,TRUE,FALSE,TRUE,TRUE,695,7.93
8.22E+18,France,fr,3,8,1,0,0,0,0,0,F,FALSE,FALSE,FALSE,TRUE,695,7.93
5.18E+18,United States,en,3,8,0,0,0,0,3,0,M,FALSE,FALSE,FALSE,TRUE,511,7.93
-4.40E+18,France,fr,3,8,1,0,0,0,0,0,F,FALSE,FALSE,FALSE,TRUE,695,7.93
8.01E+18,France,fr,3,8,0,0,0,0,1,0,F,TRUE,FALSE,TRUE,TRUE,695,7.93
1.09E+18,France,fr,3,8,53,0,0,0,0,0,F,TRUE,FALSE,TRUE,TRUE,183,7.93
-7.06E+18,Netherlands,en,3,8,1,0,0,0,0,0,F,FALSE,FALSE,FALSE,TRUE,695,7.93
8.11E+18,Germany,de,3,8,0,0,0,0,3,2,F,FALSE,FALSE,FALSE,TRUE,662,7.93
-1.34E+18,United Kingdom,en,3,8,8,0,0,0,3,4,F,TRUE,TRUE,FALSE,TRUE,12,7.93
4.54E+18,United States,en,3,8,1,0,0,0,0,0,F,TRUE,FALSE,TRUE,TRUE,493,7.93
7.47E+18,France,fr,3,8,4,0,0,0,3,0,F,FALSE,FALSE,FALSE,TRUE,22,7.93
-4.21E+18,Hong Kong,en,3,8,1,0,0,0,0,0,F,TRUE,FALSE,TRUE,TRUE,607,7.93
1.40E+18,France,fr,3,8,0,0,0,0,2,0,F,TRUE,FALSE,TRUE,TRUE,655,7.93
-3.50E+18,France,fr,3,8,0,0,0,0,2,1,M,TRUE,TRUE,FALSE,TRUE,304,7.93
8.11E+18,Switzerland,fr,3,8,0,0,0,0,2,0,F,FALSE,FALSE,FALSE,TRUE,695,7.93
-7.06E+18,Poland,en,3,8,1,0,0,0,0,0,F,TRUE,FALSE,TRUE,TRUE,380,7.93
1.05E+18,Ireland,en,3,8,1,0,0,0,0,0,F,FALSE,FALSE,FALSE,TRUE,659,7.93
-2.16E+18,France,fr,3,8,1,0,0,0,0,0,F,TRUE,FALSE,TRUE,TRUE,11,7.93
