identifierHash,eng_country,language,socialNbFollowers,socialNbFollows,socialProductsLiked,productsListed,productsSold,productsPassRate,productsWished,productsBought,gender,hasAnyApp,hasAndroidApp,hasIosApp,hasProfilePicture,daysSinceLastLogin,seniorityAsYears
-1.10E+18,United Kingdom,en,147,10,77,26,174,74,104,1,M,TRUE,FALSE,TRUE,TRUE,11,8.88
2.35E+18,Monaco,en,167,8,2,19,170,99,0,0,F,TRUE,FALSE,TRUE,TRUE,12,8.9
6.87E+18,France,fr,137,13,60,33,163,94,10,3,F,TRUE,FALSE,TRUE,FALSE,11,8.9
-4.64E+18,United States,en,131,10,14,122,152,92,7,0,F,TRUE,FALSE,TRUE,FALSE,12,8.88
-5.18E+18,United States,en,167,8,0,25,125,100,0,0,F,FALSE,FALSE,FALSE,TRUE,22,7.93
7.63E+18,Germany,de,130,12,1,47,123,91,0,0,F,TRUE,FALSE,TRUE,FALSE,11,8.88
6.74E+17,Sweden,en,121,0,1140,31,108,94,531,105,F,TRUE,TRUE,FALSE,FALSE,11,8.88
2.55E+18,France,fr,53,9,3,5,106,98,0,0,F,TRUE,FALSE,TRUE,TRUE,11,7.94
3.72E+18,Italy,it,744,13764,51671,0,104,85,1842,0,F,TRUE,FALSE,TRUE,FALSE,14,8.88
3.91E+18,United Kingdom,en,57,8,45,123,92,74,6,2,F,TRUE,FALSE,TRUE,TRUE,11,7.93
-8.29E+18,Italy,it,127,40,863,40,87,89,68,0,M,TRUE,FALSE,TRUE,FALSE,11,8.88
-7.99E+18,United States,en,102,8,0,0,87,98,0,0,F,FALSE,FALSE,FALSE,TRUE,68,7.93
-6.04E+18,Spain,es,46,19,1308,63,87,92,564,36,F,TRUE,FALSE,TRUE,TRUE,11,8.88
8.03E+18,Italy,it,35,9,2,185,87,94,2,0,M,TRUE,FALSE,TRUE,FALSE,11,7.94
-1.01E+18,United States,en,123,8,1,117,86,100,0,0,F,FALSE,FALSE,FALSE,TRUE,55,7.92
1.21E+18,Italy,it,45,8,0,17,84,98.7,0,0,M,TRUE,FALSE,TRUE,TRUE,11,8.88
1.45E+18,Germany,de,48,16,599,22,82,89,1016,32,F,TRUE,FALSE,TRUE,FALSE,11,8.9
-9.22E+18,Spain,es,176,60,276,18,81,92,1,0,F,TRUE,FALSE,TRUE,FALSE,11,7.94
7.32E+17,United Kingdom,en,47,8,0,10,78,98,0,0,F,TRUE,FALSE,TRUE,TRUE,13,8.9
8.74E+18,Spain,es,85,0,115,54,73,90,4,0,M,TRUE,TRUE,FALSE,FALSE,11,8.89
8.32E+18,France,fr,107,3649,310,217,70,98,0,0,M,TRUE,FALSE,TRUE,TRUE,11,8.9
5.15E+18,France,fr,60,9,41,244,70,88,37,14,F,FALSE,FALSE,FALSE,TRUE,11,8.88
6.05E+18,France,fr,73,27,104,8,69,98,182,115,F,TRUE,FALSE,TRUE,FALSE,11,7.92
3.28E+18,Sweden,en,125,500,7044,117,67,90,664,0,F,FALSE,FALSE,FALSE,FALSE,16,7.93
5.72E+18,Italy,it,103,431,7,13,66,93,0,0,F,TRUE,FALSE,TRUE,FALSE,15,8.89
-7.11E+18,France,fr,56,8,727,4,66,83,16,0,F,TRUE,FALSE,TRUE,FALSE,11,8.88
-7.66E+18,Spain,es,51,9,66,13,65,90,1,0,F,TRUE,FALSE,TRUE,TRUE,11,8.88
-6.66E+18,Croatia,en,50,8,0,44,64,93,0,0,F,FALSE,FALSE,FALSE,TRUE,11,7.93
-3.67E+18,United States,en,54,8,5,102,63,98,3,0,M,FALSE,FALSE,FALSE,TRUE,293,8.9
7.93E+18,Italy,it,47,8,4,9,63,98,1,0,F,TRUE,TRUE,FALSE,TRUE,12,7.94
5.99E+18,France,fr,36,12,35,60,62,87,2,2,F,TRUE,FALSE,TRUE,FALSE,12,8.88
-6.11E+18,Latvia,en,40,189,68,15,60,90,2,0,F,FALSE,FALSE,FALSE,FALSE,11,8.89
-5.74E+18,United Kingdom,en,23,22,28,23,60,96.4,139,6,F,FALSE,FALSE,FALSE,FALSE,11,7.93
-1.73E+18,Taiwan,en,83,8,4,56,57,98,0,0,F,TRUE,FALSE,TRUE,TRUE,11,7.93
-6.98E+17,United Kingdom,en,52,8,0,32,55,100,0,0,F,FALSE,FALSE,FALSE,TRUE,86,8.9
2.56E+18,United Kingdom,en,42,8,0,55,54,100,0,0,F,FALSE,FALSE,FALSE,TRUE,23,8.9
-6.02E+18,United Kingdom,en,28,8,83,34,51,100,25,8,F,TRUE,FALSE,TRUE,TRUE,12,7.93
-6.18E+18,Spain,es,96,0,3,0,50,96,214,32,F,TRUE,FALSE,TRUE,FALSE,13,8.89
7.51E+17,Italy,it,58,8,2,62,50,100,0,0,M,FALSE,FALSE,FALSE,FALSE,11,8.88
8.67E+17,Spain,es,53,9,4,38,50,68,3,0,F,TRUE,FALSE,TRUE,TRUE,240,7.94
2.06E+18,Italy,it,63,8,2,7,49,86.4,0,0,F,TRUE,TRUE,FALSE,FALSE,12,8.89
-6.20E+18,Bulgaria,en,30,8,7,6,48,35,0,0,F,TRUE,FALSE,TRUE,FALSE,43,8.9
8.85E+18,Spain,es,58,48,593,39,47,93,66,1,F,TRUE,FALSE,TRUE,FALSE,11,7.93
3.48E+18,United Kingdom,en,28,8,4,0,47,77,8,1,F,TRUE,FALSE,TRUE,FALSE,21,8.88
2.62E+18,United States,en,53,61,1160,62,45,80,4,69,F,TRUE,FALSE,TRUE,FALSE,11,7.93
6.32E+18,France,fr,22,8,0,2,44,89.1,0,0,F,TRUE,TRUE,FALSE,TRUE,11,8.89
4.01E+18,Italy,it,21,8,12,7,44,93,9,3,M,TRUE,FALSE,TRUE,FALSE,11,8.88
-1.01E+18,Italy,it,47,8,13,25,43,93,19,0,F,TRUE,FALSE,TRUE,FALSE,11,8.88
1.24E+18,France,en,41,8,0,23,43,78,0,0,F,TRUE,TRUE,TRUE,FALSE,11,8.9
-1.48E+18,Bulgaria,en,67,30,345,4,42,79,157,12,F,TRUE,FALSE,TRUE,FALSE,11,8.89
-6.86E+17,Italy,it,100,450,544,82,41,90,114,9,F,TRUE,FALSE,TRUE,FALSE,11,7.93
-3.51E+18,Cyprus,en,39,17,474,66,41,87,17,0,F,FALSE,FALSE,FALSE,FALSE,11,7.92
-3.24E+18,United Kingdom,en,9,8,3,5,41,78,1,1,M,TRUE,FALSE,TRUE,TRUE,11,7.94
-7.00E+18,France,fr,15,8,0,10,38,84,1,0,F,FALSE,FALSE,FALSE,TRUE,11,8.88
2.45E+17,United Kingdom,en,82,12,150,5,37,50,7,5,F,TRUE,FALSE,TRUE,FALSE,106,7.94
3.60E+18,Italy,it,40,8,0,12,37,94,0,0,F,TRUE,FALSE,TRUE,FALSE,11,7.93
5.89E+18,France,fr,111,37,237,7,35,91,2,1,F,TRUE,FALSE,TRUE,FALSE,11,7.92
-6.74E+17,Italy,it,172,50,778,96,34,64,2,0,F,TRUE,FALSE,TRUE,FALSE,11,8.89
-1.52E+18,Italy,it,43,12,204,40,34,96.2,1,0,F,TRUE,TRUE,TRUE,FALSE,12,7.94
4.15E+17,Italy,it,24,23,34,46,34,85,9,1,F,TRUE,FALSE,TRUE,FALSE,11,8.88
-2.59E+18,Italy,en,94,9,5,10,33,28,0,0,M,TRUE,TRUE,TRUE,FALSE,77,7.94
-3.76E+18,Germany,de,30,8,16,13,33,96,97,1,F,FALSE,FALSE,FALSE,FALSE,12,7.94
-4.71E+18,France,fr,18,9,4,7,33,93,2,0,F,TRUE,FALSE,TRUE,TRUE,16,8.88
-2.42E+18,Italy,it,16,17,14,24,33,87,0,0,F,TRUE,FALSE,TRUE,TRUE,13,8.88
4.88E+18,Bulgaria,en,57,11,26,55,31,100,3,0,F,TRUE,FALSE,TRUE,TRUE,11,8.9
-3.11E+18,Spain,es,17,9,16,8,31,90,1,0,M,TRUE,FALSE,TRUE,TRUE,17,8.89
2.47E+18,France,fr,17,8,1,35,31,93,2,0,F,FALSE,FALSE,FALSE,TRUE,11,7.94
-7.07E+17,Luxembourg,en,52,3,137,0,30,90,117,80,F,TRUE,FALSE,TRUE,FALSE,11,8.89
-2.67E+17,France,fr,48,8,9,0,30,93,1,0,F,TRUE,TRUE,FALSE,FALSE,131,7.94
-5.13E+18,United Kingdom,en,31,8,84,4,30,100,19,0,F,TRUE,FALSE,TRUE,TRUE,14,8.89
5.04E+18,Italy,it,24,8,27,113,30,76,9,1,F,TRUE,FALSE,TRUE,FALSE,11,7.94
7.63E+18,Italy,it,20,8,11,12,30,93,0,1,F,TRUE,FALSE,TRUE,TRUE,12,8.88
1.15E+18,Italy,it,19,8,1,15,30,83,0,1,F,TRUE,FALSE,TRUE,TRUE,13,8.9
-7.53E+18,United Kingdom,en,7,8,0,37,30,90,0,0,F,TRUE,FALSE,TRUE,FALSE,13,7.92
-7.31E+18,United Kingdom,en,42,8,0,5,29,86,0,0,F,TRUE,FALSE,TRUE,TRUE,15,8.88
-4.99E+18,United Kingdom,en,21,8,1,5,29,100,0,0,F,TRUE,FALSE,TRUE,TRUE,198,8.9
-5.49E+18,Italy,it,18,9,19,84,29,66,15,0,F,TRUE,FALSE,TRUE,TRUE,11,8.88
5.58E+18,Italy,it,38,9,0,5,28,96,0,0,M,TRUE,FALSE,TRUE,FALSE,14,8.89
4.61E+17,France,fr,28,8,0,0,28,89,0,0,F,TRUE,FALSE,TRUE,TRUE,15,8.89
-3.03E+18,Spain,es,25,1,0,32,28,89,0,0,F,TRUE,FALSE,TRUE,FALSE,12,7.92
-3.23E+18,Italy,it,18,8,16,4,28,100,0,0,F,TRUE,FALSE,TRUE,FALSE,11,8.88
-2.02E+18,Romania,en,13,8,3,16,28,96,0,0,F,FALSE,FALSE,FALSE,TRUE,11,7.92
2.45E+18,Sweden,en,62,16,91,8,27,41.6,106,8,M,TRUE,FALSE,TRUE,FALSE,11,7.94
-4.76E+17,Italy,it,37,9,122,23,27,85,0,0,M,TRUE,FALSE,TRUE,FALSE,11,8.89
-5.27E+18,Netherlands,en,35,11,8,2,27,55,1,0,M,TRUE,FALSE,TRUE,FALSE,30,8.89
3.92E+17,France,fr,34,9,46,25,27,96,0,0,F,TRUE,FALSE,TRUE,FALSE,12,7.93
-1.55E+17,Italy,it,21,9,3,20,27,85,0,0,F,TRUE,TRUE,TRUE,FALSE,11,8.9
-7.33E+18,Slovakia,en,15,8,9,14,27,74,0,0,M,TRUE,FALSE,TRUE,FALSE,15,8.88
6.36E+18,United Kingdom,en,14,8,0,3,27,100,0,0,F,FALSE,FALSE,FALSE,TRUE,62,8.9
2.30E+18,United Kingdom,en,29,8,2,13,26,100,0,0,M,FALSE,FALSE,FALSE,TRUE,11,7.92
-1.56E+18,Italy,it,28,9,11,17,26,82.6,0,0,M,TRUE,FALSE,TRUE,FALSE,11,8.88
-1.19E+17,Italy,it,25,10,0,1,26,100,0,0,F,FALSE,FALSE,FALSE,TRUE,40,8.88
5.57E+18,Spain,es,15,8,1,17,26,88,0,0,F,TRUE,TRUE,FALSE,TRUE,20,8.88
4.04E+18,Italy,it,10,8,5,48,26,95,3,1,F,TRUE,FALSE,TRUE,TRUE,11,8.89
6.20E+18,United Kingdom,en,52,8,760,18,24,37,182,13,F,TRUE,FALSE,TRUE,FALSE,12,8.89
-3.77E+18,Italy,it,34,16,35,28,24,84,1,0,F,TRUE,TRUE,FALSE,FALSE,11,8.9
-3.64E+18,Bulgaria,en,31,27,161,4,24,100,612,20,F,TRUE,FALSE,TRUE,TRUE,11,8.88
-4.29E+18,Spain,es,31,8,6,1,24,76,0,0,F,FALSE,FALSE,FALSE,FALSE,13,7.94
-2.03E+18,Italy,it,27,8,0,1,24,90.9,0,0,F,FALSE,FALSE,FALSE,TRUE,38,7.93
5.27E+18,United Kingdom,en,16,8,30,5,24,84,71,1,F,FALSE,FALSE,FALSE,TRUE,11,8.88
7.87E+18,Germany,en,14,8,31,17,24,83,1,0,F,TRUE,FALSE,TRUE,FALSE,15,7.92
-5.64E+18,Italy,it,11,9,14,3,24,87,0,0,M,TRUE,FALSE,TRUE,FALSE,14,7.92
8.40E+18,Hong Kong,en,36,41,89,35,23,86,128,1,F,TRUE,FALSE,TRUE,FALSE,11,7.92
3.16E+18,Italy,it,23,12,79,1,23,95,12,0,M,TRUE,FALSE,TRUE,FALSE,13,8.88
-4.66E+18,France,fr,22,9,2,21,23,95,112,5,M,FALSE,FALSE,FALSE,TRUE,11,8.89
3.21E+18,France,fr,19,9,13,35,23,82,1,0,F,TRUE,FALSE,TRUE,FALSE,11,8.88
2.01E+18,France,fr,17,8,40,3,23,95,0,7,M,TRUE,TRUE,FALSE,FALSE,11,7.92
3.40E+18,Spain,es,16,10,263,3,23,86,5,1,M,TRUE,FALSE,TRUE,FALSE,15,7.93
-1.33E+17,France,fr,36,8,45,5,22,69.2,0,0,M,TRUE,FALSE,TRUE,TRUE,14,7.93
3.94E+18,Italy,it,35,10,9,7,22,88.8,7,4,F,TRUE,TRUE,FALSE,FALSE,11,7.94
3.56E+18,Spain,es,23,8,1,15,22,95,0,0,F,TRUE,FALSE,TRUE,TRUE,12,8.88
5.61E+18,United Kingdom,en,22,9,20,13,22,100,0,0,F,TRUE,FALSE,TRUE,TRUE,14,8.89
-3.99E+18,United Kingdom,en,20,8,203,13,22,100,19,5,F,FALSE,FALSE,FALSE,TRUE,14,7.92
-2.64E+18,Italy,it,14,8,0,20,22,100,0,0,F,TRUE,FALSE,TRUE,TRUE,12,8.89
5.34E+18,Romania,en,47,56,1,23,21,85,0,0,M,TRUE,FALSE,TRUE,TRUE,11,8.9
-7.46E+18,Latvia,en,36,8,3,21,21,90,0,0,F,TRUE,FALSE,TRUE,FALSE,12,8.89
-4.59E+18,France,fr,23,8,165,4,21,80,0,1,F,TRUE,FALSE,TRUE,TRUE,13,8.88
-1.84E+18,France,fr,15,8,0,2,21,80,0,0,F,FALSE,FALSE,FALSE,TRUE,509,7.94
6.64E+18,France,fr,7,8,4,31,21,100,0,0,F,FALSE,FALSE,FALSE,FALSE,11,7.92
-6.49E+18,Germany,fr,44,9,71,0,20,85,1,4,M,TRUE,FALSE,TRUE,FALSE,348,8.89
7.60E+18,Italy,it,37,8,3,0,20,90,0,0,M,TRUE,TRUE,FALSE,TRUE,407,7.94
2.95E+18,France,fr,22,9,8,1,20,80,10,0,F,TRUE,FALSE,TRUE,TRUE,11,8.89
-1.76E+17,Austria,de,17,10,81,20,20,100,80,9,F,TRUE,FALSE,TRUE,FALSE,11,8.9
-8.11E+18,France,fr,16,8,33,10,20,79,1,0,M,TRUE,FALSE,TRUE,TRUE,17,8.9
2.18E+18,United Kingdom,en,14,10,65,20,20,90,117,3,F,FALSE,FALSE,FALSE,FALSE,11,7.94
-5.41E+18,Netherlands,en,8,9,29,25,20,92.8,0,1,F,FALSE,FALSE,FALSE,FALSE,14,8.9
8.41E+18,United Kingdom,en,52,44,73,15,19,100,3,3,F,TRUE,FALSE,TRUE,FALSE,13,8.89
4.54E+18,Italy,it,48,28,346,3,19,89,1075,54,F,TRUE,FALSE,TRUE,FALSE,11,7.93
-7.27E+18,Italy,it,44,90,105,4,19,94,7,1,F,TRUE,FALSE,TRUE,FALSE,11,8.89
5.66E+18,Italy,it,32,8,1,4,19,100,0,0,F,TRUE,FALSE,TRUE,TRUE,11,7.92
2.09E+18,Belgium,fr,19,8,0,1,19,50,0,0,F,TRUE,FALSE,TRUE,TRUE,462,8.88
4.40E+18,Italy,it,17,8,6,17,19,100,1,0,F,TRUE,FALSE,TRUE,FALSE,12,8.89
8.71E+18,France,fr,12,8,0,4,19,94,0,0,M,TRUE,FALSE,TRUE,TRUE,164,8.89
7.43E+18,Italy,it,12,8,3,15,19,94,0,0,F,FALSE,FALSE,FALSE,TRUE,11,8.88
1.01E+18,Netherlands,en,71,9,22,0,18,66,14,11,F,TRUE,TRUE,FALSE,FALSE,14,8.9
2.86E+17,Italy,en,44,8,14,0,18,78,9,3,F,TRUE,FALSE,TRUE,FALSE,61,8.9
2.81E+18,Italy,it,22,9,36,51,18,70,1,0,F,TRUE,FALSE,TRUE,FALSE,11,8.89
5.95E+18,Sweden,en,18,8,1,4,18,100,0,0,F,TRUE,FALSE,TRUE,FALSE,22,8.89
1.41E+18,Spain,fr,18,16,52,0,18,100,4,48,F,FALSE,FALSE,FALSE,TRUE,12,8.88
2.74E+18,France,fr,18,9,4,9,18,100,3,1,F,TRUE,FALSE,TRUE,TRUE,15,7.93
-1.81E+18,Italy,it,16,15,1,4,18,44,3,0,M,TRUE,FALSE,TRUE,TRUE,30,8.88
-2.48E+18,United Kingdom,en,11,10,14,5,18,83,19,0,M,TRUE,FALSE,TRUE,TRUE,12,8.89
-1.59E+18,Italy,it,4,8,0,18,18,84,0,0,F,FALSE,FALSE,FALSE,TRUE,29,8.9
-2.56E+18,Italy,it,41,85,69,12,17,58,0,0,F,TRUE,FALSE,TRUE,FALSE,14,8.88
-6.77E+18,Italy,it,40,122,28,18,17,66,3,2,F,TRUE,FALSE,TRUE,TRUE,13,8.89
5.65E+18,Switzerland,en,18,8,4,202,17,92.3,31,6,F,FALSE,FALSE,FALSE,TRUE,11,7.93
-1.97E+17,Spain,es,15,8,0,23,17,88,0,0,F,TRUE,FALSE,TRUE,FALSE,13,7.94
-5.62E+18,France,fr,12,8,0,0,17,70,0,0,M,TRUE,FALSE,TRUE,TRUE,14,7.94
2.81E+18,Italy,it,6,8,0,5,17,94,0,0,F,FALSE,FALSE,FALSE,TRUE,72,8.88
-4.95E+18,Italy,it,6,9,2,4,17,76,0,0,M,TRUE,TRUE,FALSE,FALSE,18,8.9
-4.18E+18,France,fr,23,8,10,6,16,100,1,0,F,TRUE,FALSE,TRUE,TRUE,12,8.88
-3.28E+18,France,fr,22,8,0,27,16,100,0,0,F,FALSE,FALSE,FALSE,TRUE,653,8.9
3.30E+18,Italy,it,13,12,7,10,16,87,0,0,M,TRUE,FALSE,TRUE,FALSE,11,8.88
7.82E+18,Italy,it,13,8,12,3,16,81,1,0,M,FALSE,FALSE,FALSE,FALSE,40,7.93
8.47E+18,Australia,en,12,8,13,12,16,100,4,0,M,FALSE,FALSE,FALSE,FALSE,24,8.9
1.65E+18,Spain,es,12,8,0,8,16,87,0,0,F,TRUE,FALSE,TRUE,FALSE,22,8.88
-3.11E+18,Italy,it,10,8,21,18,16,100,1,0,M,TRUE,FALSE,TRUE,TRUE,11,7.93
1.82E+18,Italy,it,8,8,2,12,16,100,0,0,M,TRUE,FALSE,TRUE,TRUE,13,7.92
2.12E+18,France,fr,353,8268,5595,5,15,66,875,0,F,TRUE,FALSE,TRUE,FALSE,31,8.88
-6.41E+18,Italy,it,44,8,1,0,15,31,0,0,M,TRUE,FALSE,TRUE,TRUE,26,8.89
-2.48E+18,France,fr,35,89,35,2,15,60,2,0,M,TRUE,FALSE,TRUE,FALSE,385,8.88
6.27E+18,United Kingdom,en,20,8,7,1,15,43,0,0,F,TRUE,FALSE,TRUE,FALSE,395,7.93
1.11E+18,France,fr,17,5,40,7,15,82,0,0,M,TRUE,FALSE,TRUE,FALSE,11,7.93
-5.47E+18,Germany,de,16,8,1,4,15,100,757,31,F,FALSE,FALSE,FALSE,TRUE,42,8.9
8.04E+17,Sweden,en,10,8,0,3,15,93,0,1,F,FALSE,FALSE,FALSE,TRUE,11,8.88
4.55E+18,France,en,9,8,5,21,15,93,0,0,F,TRUE,FALSE,TRUE,FALSE,11,8.89
-4.82E+18,United Kingdom,en,9,8,17,16,15,90,4,1,F,TRUE,FALSE,TRUE,TRUE,12,7.93
3.14E+18,United States,en,8,8,0,22,15,100,0,0,F,TRUE,TRUE,TRUE,TRUE,13,7.93
6.84E+18,Italy,it,7,8,4,0,15,53,0,0,M,TRUE,FALSE,TRUE,TRUE,78,7.92
7.73E+17,France,fr,6,8,21,2,15,100,0,1,F,TRUE,FALSE,TRUE,FALSE,13,7.93
1.27E+18,Spain,en,89,61,10,1,14,91.6,0,0,F,FALSE,FALSE,FALSE,FALSE,11,8.89
8.95E+18,France,fr,40,8,0,1,14,78,0,0,F,TRUE,FALSE,TRUE,FALSE,282,8.9
-5.04E+18,United States,en,33,2,9,1,14,85,5,0,M,TRUE,FALSE,TRUE,FALSE,15,7.93
-7.43E+18,Netherlands,en,27,17,699,8,14,64,2,28,M,TRUE,FALSE,TRUE,FALSE,11,8.88
-4.92E+18,Croatia,en,18,14,83,3,14,100,16,0,F,TRUE,TRUE,FALSE,TRUE,11,8.88
2.22E+18,United States,en,17,8,0,3,14,93,0,0,M,TRUE,FALSE,TRUE,TRUE,11,7.94
7.35E+18,Sweden,en,16,8,0,7,14,92,0,0,F,FALSE,FALSE,FALSE,TRUE,15,7.94
-5.93E+18,United Kingdom,en,15,8,0,18,14,100,0,0,F,FALSE,FALSE,FALSE,TRUE,29,8.9
2.67E+18,United Kingdom,en,14,8,7,5,14,100,0,5,F,TRUE,FALSE,TRUE,FALSE,79,8.88
8.90E+18,Germany,de,12,8,1,1,14,92,0,0,F,FALSE,FALSE,FALSE,TRUE,222,8.89
-3.40E+18,France,fr,8,9,3,7,14,100,0,0,F,FALSE,FALSE,FALSE,TRUE,27,8.89
4.69E+18,France,fr,7,10,1,0,14,92,0,1,M,TRUE,FALSE,TRUE,TRUE,120,8.89
-3.18E+18,Italy,it,5,8,0,9,14,100,0,0,F,TRUE,FALSE,TRUE,TRUE,13,7.93
-3.69E+18,Italy,it,74,161,151,7,13,92,23,0,F,TRUE,FALSE,TRUE,FALSE,12,7.93
1.23E+17,Italy,it,39,77,29,2,13,76,0,0,M,TRUE,FALSE,TRUE,TRUE,36,8.9
8.26E+18,France,fr,28,9,11,7,13,84,1,0,F,TRUE,FALSE,TRUE,FALSE,13,8.88
-7.27E+18,France,en,24,8,0,27,13,69,0,0,F,TRUE,FALSE,TRUE,FALSE,11,8.88
6.45E+18,United States,en,23,8,0,0,13,100,0,0,F,TRUE,FALSE,TRUE,TRUE,161,8.88
5.67E+18,Germany,de,21,9,0,0,13,100,9,3,F,TRUE,FALSE,TRUE,FALSE,390,8.88
-2.07E+18,United Kingdom,en,21,9,97,3,13,84,10,16,F,FALSE,FALSE,FALSE,TRUE,42,7.94
-1.93E+18,United States,en,21,8,0,23,13,84,0,0,F,TRUE,FALSE,TRUE,FALSE,11,7.92
-1.22E+18,France,fr,20,8,7,10,13,61,2,5,F,TRUE,FALSE,TRUE,TRUE,11,7.94
1.89E+18,France,fr,19,12,4,12,13,92.3,2,1,F,TRUE,FALSE,TRUE,FALSE,12,8.88
-5.30E+18,Italy,it,15,10,10,49,13,92,0,0,F,TRUE,TRUE,FALSE,TRUE,11,8.88
2.08E+18,Netherlands,en,14,8,22,6,13,61,2,2,F,TRUE,FALSE,TRUE,TRUE,25,8.9
-7.56E+18,France,fr,13,10,1,3,13,76,0,5,F,FALSE,FALSE,FALSE,FALSE,11,8.9
2.68E+18,Monaco,it,12,8,5,1,13,100,0,0,F,FALSE,FALSE,FALSE,TRUE,19,8.9
9.17E+18,France,fr,12,8,1,8,13,90.9,0,0,F,TRUE,FALSE,TRUE,TRUE,15,8.89
6.93E+18,Italy,en,12,8,11,0,13,92,2,2,F,TRUE,FALSE,TRUE,TRUE,13,8.9
-1.02E+18,Belgium,en,11,10,153,27,13,92,63,6,F,TRUE,FALSE,TRUE,TRUE,11,8.89
2.13E+18,France,fr,11,9,34,11,13,92,9,1,F,TRUE,FALSE,TRUE,TRUE,14,8.89
9.11E+18,Sweden,en,11,8,0,6,13,92,1,0,F,TRUE,FALSE,TRUE,TRUE,71,8.9
-4.72E+17,Italy,it,10,8,2,2,13,92.3,0,0,F,TRUE,FALSE,TRUE,FALSE,12,7.94
5.05E+18,Italy,it,7,8,2,11,13,84,0,0,F,TRUE,TRUE,FALSE,TRUE,11,8.88
-4.78E+18,Italy,it,24,17,111,4,12,90.9,27,0,F,TRUE,TRUE,FALSE,FALSE,12,8.88
-3.97E+17,France,fr,21,9,11,19,12,100,0,7,F,TRUE,FALSE,TRUE,TRUE,16,8.9
2.12E+18,Italy,it,19,8,3,2,12,91,0,0,M,TRUE,FALSE,TRUE,TRUE,11,8.89
-6.76E+18,Spain,es,19,10,14,54,12,83.3,108,20,M,TRUE,TRUE,FALSE,TRUE,22,7.93
8.93E+18,Poland,en,17,8,0,0,12,83,0,1,M,FALSE,FALSE,FALSE,FALSE,55,7.94
-1.02E+17,United Kingdom,en,17,8,2,0,12,83,0,0,M,TRUE,TRUE,FALSE,TRUE,418,7.92
-8.96E+18,France,fr,16,9,0,4,12,91,12,279,M,FALSE,FALSE,FALSE,TRUE,11,8.89
6.24E+18,Italy,it,15,9,3,11,12,91,5,0,F,TRUE,FALSE,TRUE,TRUE,20,8.88
7.59E+18,United Kingdom,en,13,14,12,5,12,58,3,1,F,TRUE,FALSE,TRUE,TRUE,11,7.94
2.19E+18,United Kingdom,en,13,9,20,0,12,91,3,2,F,TRUE,FALSE,TRUE,FALSE,84,7.94
9.11E+18,United Kingdom,en,13,10,46,7,12,100,0,0,F,TRUE,FALSE,TRUE,TRUE,11,7.92
-3.31E+18,Spain,es,12,9,11,2,12,58,0,0,M,TRUE,FALSE,TRUE,FALSE,93,8.88
6.43E+18,United Kingdom,en,12,8,3,8,12,84,1,0,F,TRUE,FALSE,TRUE,FALSE,35,7.93
6.71E+18,United Kingdom,en,10,8,0,9,12,100,0,0,F,FALSE,FALSE,FALSE,TRUE,12,8.88
-6.08E+18,Sweden,en,10,9,53,1,12,91,160,7,F,TRUE,FALSE,TRUE,TRUE,11,7.92
-4.59E+18,United Kingdom,en,9,8,5,10,12,100,1,1,F,TRUE,FALSE,TRUE,TRUE,11,8.88
6.17E+18,United Kingdom,en,9,8,1,1,12,91,5,0,F,TRUE,FALSE,TRUE,TRUE,358,8.9
-9.02E+18,Spain,es,9,8,1,19,12,91,0,0,F,FALSE,FALSE,FALSE,FALSE,14,8.9
-4.67E+18,Belgium,fr,9,8,2,10,12,84,0,0,M,TRUE,TRUE,FALSE,FALSE,11,8.9
-2.71E+18,Italy,de,8,8,1,2,12,75,0,0,M,FALSE,FALSE,FALSE,TRUE,19,8.89
6.98E+18,France,it,7,8,1,2,12,83,0,1,M,TRUE,FALSE,TRUE,FALSE,14,8.9
1.49E+18,Italy,it,7,8,0,0,12,91,0,0,M,FALSE,FALSE,FALSE,TRUE,295,8.9
5.54E+18,Italy,it,6,8,7,4,12,83,1,0,M,TRUE,FALSE,TRUE,TRUE,19,8.9
6.60E+17,United States,en,42,16,31,9,11,90,3,5,F,TRUE,FALSE,TRUE,FALSE,21,8.9
-6.37E+18,Italy,it,42,8,1,22,11,90,1,0,F,FALSE,FALSE,FALSE,FALSE,25,8.89
-2.44E+18,Croatia,en,34,8,6,7,11,83,0,0,F,FALSE,FALSE,FALSE,TRUE,12,8.88
2.42E+18,Sweden,en,34,8,3,3,11,90,3,0,F,TRUE,FALSE,TRUE,TRUE,14,8.9
-2.42E+18,Italy,it,24,21,57,39,11,81,859,16,F,TRUE,FALSE,TRUE,FALSE,11,7.94
7.59E+18,United States,en,23,8,2,0,11,100,0,0,F,TRUE,FALSE,TRUE,FALSE,186,7.93
8.07E+18,Italy,it,22,11,22,6,11,81,2,0,F,TRUE,FALSE,TRUE,FALSE,20,8.89
-4.43E+18,France,fr,21,2,61,11,11,100,225,1,F,FALSE,FALSE,FALSE,FALSE,24,8.89
8.21E+18,Italy,it,21,8,1,19,11,63,0,0,F,FALSE,FALSE,FALSE,TRUE,30,8.88
-2.91E+18,Italy,en,20,9,7,0,11,90,1,0,M,TRUE,TRUE,FALSE,FALSE,26,8.89
2.41E+18,Italy,it,19,9,11,22,11,81,8,0,F,TRUE,FALSE,TRUE,FALSE,16,8.89
